run_number,train_loss,train_TP,train_FP,train_TN,train_FN,train_accuracy,train_precision,train_recall,train_PR_AUC,train_ROC_AUC,loss,TP,FP,TN,FN,accuracy,precision,recall,PR_AUC,ROC_AUC
0,0.06751454139035382,0.0,0.0,23089.0,298.0,0.9872578978538513,0.0,0.0,0.015671255066990852,0.5829002857208252,0.06770361727318622,0.0,0.0,7697.0,99.0,0.9873011708259583,0.0,0.0,0.015587878413498402,0.5747798681259155
